,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,type_token_ratio,dependency_depth_mean,dependency_depth_std,file_name,n_tokens_once_in_courpus,Number,Filename,edited,Type of text,Description,Number of words,Link,owner,retrieval date,Link text Google docs,type of language,idioms,lexical ambiguity,syntactic ambiguity,metaphores + figurative language,unique unknown words,total unknown words,Unnamed: 17,Notes/Comments,Check Laura?,Check Lenneke?,"Lenneke's rating (e.g. is the text ""good"" --> interesting/informative and well written). 1 = very bad, 5 = very good",text_type
48,1384,498,0.3598265895953757,7299,90,5.1531791907514455,4.0,3.4906487392847,15.377777777777778,14.0,9.488680715905401,2.6046146817658076,1.2714383212855755,0.3456567936782761,0.14211385600385731,0.3598265895953757,4.177777777777778,1.9297540302546206,klonen,120,28,Klonen,,Technical text,A technial/informative text about cloning,1246 (but some paragraphs can be cut easily),https://nl.wikipedia.org/wiki/Klonen_(biologie),Lenneke,2023-10-09,Klonen,Modern,0,0,0,0,6,7,,,Yes,Yes,3,technical text
49,882,351,0.3979591836734694,4005,35,4.40249433106576,4.0,2.7446328809748683,25.2,23.0,15.08035619132197,3.4411523854926807,1.3206684835690397,0.35924000403847184,0.10312650294432879,0.3979591836734694,5.314285714285714,2.213870928892631,leliane,97,48,Leliane,,Fairy tale,An excerpt from a fairy tale. Paulus wants to marry the lily princess,812,https://www.gutenberg.org/cache/epub/68155/pg68155-images.html,Laura,2023-10-09,Leliane,Old spelling,0,0,0,1,1,1,,,Yes,Yes,4,fairy tale
50,871,339,0.38920780711825487,4130,55,4.61768082663605,4.0,2.8501994442006917,15.836363636363636,15.0,8.962068828454198,2.849832340605075,1.2217025265331847,0.36213372417424006,0.12541728061332064,0.38920780711825487,4.345454545454546,1.7499940968023218,liefde_in_tijden_van_cholera,60,67,Liefde in tijden van cholera,,Synopsis Novelle,"A synopsis of the book ""Love in times of Cholera"" by Gabriel Garcia Marquez",801,https://nl.wikipedia.org/wiki/Liefde_in_tijden_van_cholera,Laura,2023-10-17,Liefde in tijden van cholera,Modern,0,0,1,2,0,0,,Laura: maybe too well known? Lenneke: The synopsis is not very well written (probalby through bad translation).,Yes,Yes,3,synopsis novelle
51,1197,467,0.39014202172096907,5806,77,4.698412698412699,4.0,3.0079436718359878,15.545454545454545,15.0,8.291045795181933,2.82453297932601,1.0367431282933808,0.3831142832505738,0.1085714935633731,0.39014202172096907,4.48051948051948,1.5170921400194586,mahabharata,92,72,Mahabharata,,Synopsis Novelle,A part of the synopsis of the Mahabharata,1104 (869 if we delete gray parts),https://nl.wikipedia.org/wiki/Mahabharata,Laura,2023-10-22,Mahabharata,Modern,0,0,0,2,0,0,,,Yes,,2,synopsis novelle
52,911,364,0.3995609220636663,4172,51,4.433589462129528,4.0,2.7877204790328887,17.862745098039216,17.0,10.726583447884826,3.1176101603245527,1.3649453324712633,0.39177299229169105,0.08816711784660575,0.3995609220636663,4.647058823529412,1.5316725372107691,mijn_heer_zak_met_rijst,63,1,“Mijn Heer Zak met Rijst”,,Fairy tale,Hidesato helps the dragon king by killing a monster ,826,https://www.gutenberg.org/cache/epub/16043/pg16043-images.html#ch23,Laura,2023-10-06,“Mijn Heer Zak met Rijst”,Old spelling,0,0,1,1,2,2,,,Yes,Yes,5,fairy tale
53,878,308,0.35079726651480636,4485,51,5.037585421412301,4.0,3.652901564755341,17.215686274509803,18.0,10.570609876278581,2.68499753603056,1.3947035038458429,0.3724404156917358,0.12759122486501673,0.35079726651480636,4.745098039215686,2.0564879375885323,milankovićparameters,63,25,Milanković-parameters,,Technical text,A technical/geographical text about the Milanković-parameters,790,https://nl.wikipedia.org/wiki/Milanković-parameters,Lenneke,2023-10-08,Milanković-parameters,Modern,0,0,0,0,1,1,,,Yes,Yes,3,technical text
54,954,385,0.40356394129979034,5026,45,5.1582809224318655,4.0,3.4943949699766184,21.2,19.0,14.628131193772575,3.0108865592791023,1.0803788214424606,0.3452761742600141,0.10993474037128843,0.40356394129979034,5.044444444444444,1.9316723388533983,natuurlijke_selectie,83,24,Natuurlijke selectie,,Technical text,A tecnical/informative text about natural selection ,863,https://nl.wikipedia.org/wiki/Natuurlijke_selectie,Lenneke,2023-10-08,Natuurlijke selectie,Modern,0,0,0,0,1,1,,,Yes,Yes,3,technical text
55,1155,503,0.4354978354978355,6450,57,5.458008658008658,4.0,3.9010170080242834,20.263157894736842,20.0,12.787776943257489,2.848523242463661,1.3223431627070872,0.4120532391034756,0.12060100012569339,0.4354978354978355,4.859649122807017,1.8395136322411378,neoclassicisme,201,33,Neoclassicisme,,Technical text,A technical/informative text about the art movement: neoclassicism,1039 (but some paragraphs can be cut easily),https://nl.wikipedia.org/wiki/Neoclassicisme,Lenneke,2023-10-09,Neoclassicisme,Modern,0,0,0,0,0,0,,,Yes,Yes,3,technical text
56,1021,479,0.4691478942213516,6090,40,5.804113614103819,5.0,4.216104417257614,25.525,23.0,15.965568420823608,3.6041930913519296,1.479681976027885,0.3766008478163694,0.09737281664056485,0.4691478942213516,5.575,1.8423829677892705,nomadisch_pastoralisme,187,30,Nomadisch pastoralisme,,Technical text,A technical/historical text about nomadic pastoralism,917,https://nl.wikipedia.org/wiki/Nomadisch_pastoralisme,Lenneke,2023-10-09,Nomadisch pastoralisme,Modern,0,0,0,0,0,0,,,Yes,Yes,3,technical text
57,1301,473,0.3635664873174481,7726,85,5.812451960030746,5.0,4.0325575734041275,15.305882352941177,15.0,9.28125692478159,2.4491314032174354,1.2016375617684678,0.34434502292042785,0.1485213013973294,0.3635664873174481,4.4,2.109920544921622,ongeslachtelijke_voortplanting,144,35,Ongeslachtelijke voortplanting,,Technical text,A technical/biological text about asexual reproduction,1160 (but some paragraphs can be cut easily),https://nl.wikipedia.org/wiki/Ongeslachtelijke_voortplanting,Lenneke,2023-10-09,Ongeslachtelijke voortplanting,Modern,0,0,0,0,9,10,,,Yes,Yes,3,technical text
58,991,419,0.4228052472250252,4845,52,4.726538849646821,4.0,3.0943606184456223,19.057692307692307,17.0,10.183722799603865,3.1595131515564225,1.0562809261049328,0.3889353323548572,0.07386670365048402,0.4228052472250252,4.923076923076923,1.356553237580646,ontstaanslegende_azteken,126,40,Ontstaanslegende azteken,,History,History of the emergence of the Aztecs,904,https://nl.wikipedia.org/wiki/Azteken,Laura,2023-10-09,Ontstaanslegende azteken,Modern,0,0,1,0,1,2,,"Laura: has a lot of foreign names and extra explanation inside parentheses, which takes you out of the ""reading flow""",Yes,Yes,2,history
59,927,345,0.37216828478964403,4543,50,4.8122977346278315,4.0,3.443697212549452,18.54,18.0,8.917869700774956,2.8476055276717096,1.0231621197175829,0.39415608174708894,0.10200427413991596,0.37216828478964403,4.58,1.6624078921853085,operatie_wintergewitter,89,55,Operatie Wintergewitter,,History,History about operation Wintergewitter,852,https://nl.wikipedia.org/wiki/Operatie_Wintergewitter,Laura,2023-10-10,Operatie Wintergewitter,Modern,1,0,0,0,0,0,,,Yes,Yes,3,history
60,1160,468,0.40344827586206894,5965,64,5.022413793103448,4.0,3.4490649959107245,18.125,18.5,10.859183901196259,2.8392898439447762,1.2643493042742397,0.35878457310409295,0.12482762545392088,0.40344827586206894,4.578125,1.8775373456671907,permafrost,131,27,Permafrost,,Technical text,A tecnical/geographical text about permafrost ,1044 (but some paragraphs can be cut easily),https://nl.wikipedia.org/wiki/Permafrost,Lenneke,2023-10-08,Perfmafrost,Modern,1,0,0,0,3,3,,,Yes,Yes,4,technical text
61,1024,356,0.34765625,4500,57,4.2861328125,4.0,2.393261023396913,17.964912280701753,17.0,9.611697756600295,3.106205456352163,1.0775501985270792,0.37914537138065135,0.07929058379332626,0.34765625,4.912280701754386,1.6035126108441897,shes_the_one,64,63,She's the one,,Synopsis Movie,"A synopsis of the romantic drama movie ""She's the one""",947,https://nl.wikipedia.org/wiki/She%27s_the_One_(film),Lenneke,2023-10-17,She's the one,Modern,1,0,0,5,0,0,,Lenneke: The synopsis is not very well written (probalby through bad translation). ,Yes,Yes,2,synopsis movie
62,923,160,0.1733477789815818,4196,167,3.8645720476706393,4.0,2.118399891340246,5.526946107784431,4.0,4.066534034897024,1.78925720217637,0.8978775997234739,0.4261586212519669,0.15079357570147445,0.1733477789815818,3.0838323353293413,1.0172946019801243,slimme_hans,13,9,Slimme Hans,,Fairy tale ,A story about Hans who takes something to Gretel every day,815,https://www.grimmstories.com/nl/grimm_sprookjes/slimme_hans,Lenneke,2023-10-06,Slimme Hans,Modern,0,0,0,0,0,0,,Laura: is very repetitive dialogue with almost no descriptive text,Yes,Yes,1,fairy tale
63,939,362,0.3855165069222577,4591,39,4.729499467518637,4.0,3.0615435394991395,24.076923076923077,22.0,12.047735430116436,3.364568946232015,0.9548054803823388,0.3740261849036341,0.09168566954792119,0.3855165069222577,5.871794871794871,2.2092983824141554,sucker_punch,102,66,Sucker Punch,,Synopsis Movie,"A synopsis of the action fantasy movie ""Sucker Punch"" ",863,https://nl.wikipedia.org/wiki/Sucker_Punch,Lenneke,2023-10-17,Sucker Punch,Modern,0,0,0,0,1,4,,"Lenneke: The story is full of imaginated events that reflect actual events (but I find it hard to mark this using the color schemes we have). Furthermore, the synopsis is not very well written (probalby through bad translation). The story is sometimes hard to follow. ",Yes,Yes,2,synopsis movie
64,1023,422,0.4125122189638319,5181,44,4.9227761485826,4.0,3.1100535925796393,23.25,23.5,14.792696293656665,3.2922770783205064,1.5083688106864148,0.3406536157913376,0.13224990299424533,0.4125122189638319,4.886363636363637,2.025024232076216,the_host,122,65,The Host,,Synopsis Movie,"A synopsis of the South Korean horror movie ""the Host"" (2006)",939,https://nl.wikipedia.org/wiki/The_Host_(2006),Laura,2023-10-17,The Host,Modern,0,0,0,1,1,1,,Lenneke: The synopsis is not very well written (probalby through bad translation). The story is sometimes hard to follow. ,Yes,Yes,1,synopsis movie
65,1196,500,0.4180602006688963,5929,49,4.874581939799331,4.0,3.0151772288783856,24.408163265306122,25.0,13.55098967294277,3.4830302064024434,1.2830030663624747,0.35814634956444,0.11356503532404107,0.4180602006688963,5.530612244897959,2.1580607395920137,the_proposal,151,64,The Proposal,,Synopsis Movie,"A synopsis of the romantic comedy movie ""The Proposal"" ",1093,https://nl.wikipedia.org/wiki/The_Proposal,Lenneke,2023-10-17,The Proposal,Modern,5,0,0,4,0,0,,Lenneke: The synopsis is not very well written (probalby through bad translation). The story is sometimes hard to follow. ,Yes,Yes,2,synopsis movie
66,967,429,0.4436401240951396,4746,52,4.813857290589452,4.0,3.227418457369943,18.596153846153847,18.0,10.65952014972931,3.1445609764642075,1.3066597633175487,0.3717661089130727,0.11715774907295191,0.4436401240951396,4.769230769230769,1.6596499238762628,the_rainmaker,107,70,The Rainmaker,,Synopsis legal thriller (book),"A synopsis of the legal thriller (book) ""The Rainmaker"" ",884,https://nl.wikipedia.org/wiki/The_Rainmaker_(Grisham),Lenneke,2023-10-17,The rainmaker,Modern,1,0,0,4,0,0,,Lenneke: The synopsis is not very well written (probalby through bad translation). The story is sometimes hard to follow. ,Yes,Yes,3,synopsis legal thriller (book)
67,946,402,0.4249471458773784,4949,60,5.133192389006343,4.0,3.5954542828388676,15.766666666666667,16.0,9.985600744182706,2.701707935729101,1.275601162994526,0.36730308057494176,0.12667264541651135,0.4249471458773784,4.2,1.7776388834631174,turf_brandstof,130,37,Turf (brandstof),,Technical text,A technical/informative text about peat,853,https://nl.wikipedia.org/wiki/Turf_(brandstof),Lenneke,2023-10-09,Turf (brandstof),Modern,0,0,0,0,2,2,,,Yes,Yes,3,technical text
68,975,402,0.4123076923076923,4928,51,4.951794871794871,4.0,3.0342885549738834,19.11764705882353,18.0,11.124336611767152,3.000758491208077,1.1270073042511204,0.38428499152008705,0.08078432823927373,0.4123076923076923,4.921568627450981,1.4930313584942334,val_van_de_republiek,97,6,Val van de Republiek,,History,History about the fall of the Roman Republic,893,https://nl.wikipedia.org/wiki/Romeinse_Rijk,Laura,2023-10-06,Val van de Republiek,Modern,0,0,0,1,0,0,,,Yes,Yes,3,history
69,945,356,0.37671957671957673,4080,60,4.112169312169312,3.0,2.465016619476703,15.75,15.0,11.674223742930405,2.7533150084970273,1.4823945623323633,0.3521838775341713,0.1388097020658316,0.37671957671957673,4.25,1.9885086539079146,van_eenen_koster_en_eene_kosterin,70,52,Van eenen koster en eene kosterin,,Fairy Tale,An excerpt from a fairy tale. A sacristan gets tempted by the devil,875,https://www.gutenberg.org/cache/epub/3455/pg3455-images.html,Laura,2023-10-10,Van eenen Koster en eene Kosterin,Old spelling,0,0,0,0,1,1,,,Yes,Yes,3,fairy tale
70,1368,534,0.39035087719298245,7582,70,5.444444444444445,4.0,3.9955913001152727,19.542857142857144,16.0,12.512491717463465,2.9703177896946977,1.2051843754585774,0.3583674919523813,0.11815313651624135,0.39035087719298245,4.714285714285714,1.8909019551742057,vergrijzing,149,38,Vergrijzing,,Technical text,A technical/informative text about aging of the population,1227 (but some paragraphs can be cut easily),https://nl.wikipedia.org/wiki/Vergrijzing,Lenneke,2023-10-09,Vergrijzing,Modern,0,0,0,1,0,0,,,Yes,Yes,3,technical text
71,979,355,0.3626149131767109,4587,64,4.597548518896834,4.0,2.5939810342743503,15.296875,14.5,10.057148712949163,2.7583361803343056,1.342947926226516,0.3453715820635695,0.12715939007244983,0.3626149131767109,4.4375,1.8614090764794289,vijf_kleine_biggetjes,70,62,Vijf kleine biggetjes,,Synopsis detective (book),"A synopsis of the detective (book) ""Vijf kleine biggetjes""",898,https://nl.wikipedia.org/wiki/Vijf_kleine_biggetjes,Lenneke,2023-10-17,Vijf kleine biggetjes,Modern,0,0,1,2,0,0,,Lenneke: The synopsis is not very well written (probalby through bad translation). The story is sometimes hard to follow. ,Yes,Yes,3,synopsis detective (book)
72,993,419,0.4219536757301108,5459,67,5.357502517623364,4.0,3.6830750602642475,14.82089552238806,13.0,9.124226195993367,2.6533976999383757,1.2225681118370506,0.37839093208746205,0.1296657776525768,0.4219536757301108,4.477611940298507,1.8796491333052137,vleermuizen,124,44,Vleermuizen,,Technical text,Technical/informative text about bats,904,https://nl.wikipedia.org/wiki/Vleermuizen,Laura,2023-10-09,Vleermuizen,Modern,1,0,0,0,5,5,,,Yes,Yes,4,technical text
73,976,284,0.29098360655737704,4142,84,4.00922131147541,3.0,2.34016012136866,11.619047619047619,11.0,8.250403686955712,2.5269118811589237,1.215541218486884,0.37581947588770415,0.13495537849377895,0.29098360655737704,3.7142857142857144,1.500566786341784,vondevogel,30,13,Vondevogel,,Fairy tale ,A story about two children who through their friendship together manage to defeat an evil kitchen maid,919,https://www.grimmstories.com/nl/grimm_sprookjes/vondevogel,Lenneke,2023-10-06,Vondevogel,Modern,0,0,0,0,0,0,,,Yes,Yes,3,fairy tale
74,993,429,0.43202416918429004,5282,42,5.20845921450151,4.0,3.5812886425119497,23.642857142857142,21.0,14.091235757380117,3.243976694330233,1.2355715617207756,0.3830972405303362,0.10750895977814523,0.43202416918429004,5.261904761904762,2.0007084912900686,voorgeschiedenis_eerste_kruistocht,128,41,Voorgeschiedenis eerste kruistocht,,History,History of the first crusade,900,https://nl.wikipedia.org/wiki/Eerste_Kruistocht,Laura,2023-10-09,Voorgeschiedenis eerste kruistocht,Modern,0,0,0,0,1,1,,,,Yes,3,history
75,1020,432,0.4235294117647059,4758,56,4.556862745098039,4.0,2.8877194273275606,18.214285714285715,15.0,16.752093990341162,2.955171024146355,1.2921180660174392,0.3607906725732805,0.11737247912441677,0.4235294117647059,4.446428571428571,1.9449535695628064,vorstenschool,114,74,Vorstenschool,,Synopsis Play,"A synopsis and analysis of the play ""Vorstenschool"" by Multatuli",928,https://nl.wikipedia.org/wiki/Vorstenschool,Laura,2023-10-22,Vorstenschool,Modern,1,0,0,2,0,0,,"Lenneke: This is not only a synopsis, but also includes background information about the story and author/ analysis of the story  (comparison with another work)",Yes,Yes,1,synopsis play
76,834,384,0.460431654676259,3911,72,4.494004796163069,4.0,2.7463666916078706,11.583333333333334,10.5,8.215415726276762,2.5395338531740785,1.4494953772720591,0.3779556030934674,0.14938429089860963,0.460431654676259,3.5972222222222223,1.4304207056183607,waarom_de_reuzen_in_limburg_zijn_uitgestorven,88,51,Waarom de reuzen in Limburg zijn uitgestorven,,Fairy Tale,An excerpt from a fairy tale. The king of the giants needs to get married,779 (can add more text),https://www.gutenberg.org/cache/epub/3455/pg3455-images.html,Laura,2023-10-10,Waarom de reuzen in Limburg zijn uitgestorven,Old spelling ,1,0,0,0,1,1,,,Yes,Yes,4,fairy tale
77,931,395,0.4242749731471536,4185,49,4.309344790547798,4.0,2.378499445798785,19.0,18.0,11.333533411599259,3.2588659845714347,1.3304798566141056,0.36959639308232656,0.1135958006364445,0.4242749731471536,4.775510204081633,1.7292832787195802,wonderlijke_geschiedenissen_uit_friesland,78,53,Wonderlijke Geschiedenissen uit Friesland,,Fairy Tale,An excerpt from a fairy tale. The emergence of Friesland,867,https://www.gutenberg.org/cache/epub/3455/pg3455-images.html,Laura,2023-10-10,Wonderlijke Geschiedenissen uit Friesland,Old spelling,0,0,0,2,0,0,,,Yes,Yes,3,fairy tale
78,968,326,0.3367768595041322,4212,60,4.229338842975206,4.0,2.458558751203502,16.133333333333333,16.5,8.857137736813677,2.8297524979344213,1.1038519598101122,0.34592614913099057,0.1180375138333833,0.3367768595041322,4.65,1.8513508581573617,zielen,41,71,Zielen,,Synopsis Novelle,"A synopsis of the fantasy book ""Zielen"" (""The Host"") by Stephenie Meyer",899,https://nl.wikipedia.org/wiki/Zielen_(boek),Laura,2023-10-17,Zielen,Modern,0,0,1,1,0,0,,Laura: You can tell this has been written by a teenage girl,Yes,Yes,2,synopsis novelle
